"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"pierna abdomen","3 Sep 2025, 20:13","3 Sep 2025, 20:43","","Leg Press Horizontal (Machine)",,"",0,"normal",115,8,,,
"pierna abdomen","3 Sep 2025, 20:13","3 Sep 2025, 20:43","","Leg Press Horizontal (Machine)",,"",1,"normal",115,8,,,
"pierna abdomen","3 Sep 2025, 20:13","3 Sep 2025, 20:43","","Leg Press Horizontal (Machine)",,"",2,"normal",115,8,,,
"pierna abdomen","3 Sep 2025, 20:13","3 Sep 2025, 20:43","","Crunch (Machine)",,"",0,"normal",53,12,,,
"pierna abdomen","3 Sep 2025, 20:13","3 Sep 2025, 20:43","","Crunch (Machine)",,"",1,"normal",53,12,,,
"pierna abdomen","3 Sep 2025, 20:13","3 Sep 2025, 20:43","","Crunch (Machine)",,"",2,"normal",53,12,,,
"pierna abdomen","3 Sep 2025, 20:13","3 Sep 2025, 20:43","","Hip Adduction (Machine)",,"",0,"normal",96,8,,,
"pierna abdomen","3 Sep 2025, 20:13","3 Sep 2025, 20:43","","Hip Adduction (Machine)",,"",1,"normal",96,8,,,
"pierna abdomen","3 Sep 2025, 20:13","3 Sep 2025, 20:43","","Hip Adduction (Machine)",,"",2,"dropset",96,8,,,
"pierna abdomen","3 Sep 2025, 20:13","3 Sep 2025, 20:43","","Hip Abduction (Machine)",,"",0,"normal",96,8,,,
"pierna abdomen","3 Sep 2025, 20:13","3 Sep 2025, 20:43","","Hip Abduction (Machine)",,"",1,"normal",96,8,,,
"pierna abdomen","3 Sep 2025, 20:13","3 Sep 2025, 20:43","","Hip Abduction (Machine)",,"",2,"normal",96,8,,,
"pierna abdomen","3 Sep 2025, 20:13","3 Sep 2025, 20:43","","Treadmill",,"",0,"normal",,,,600,
"pierna abdomen","31 Aug 2025, 13:31","31 Aug 2025, 14:19","","Leg Press Horizontal (Machine)",,"",0,"normal",105,8,,,
"pierna abdomen","31 Aug 2025, 13:31","31 Aug 2025, 14:19","","Leg Press Horizontal (Machine)",,"",1,"normal",105,8,,,
"pierna abdomen","31 Aug 2025, 13:31","31 Aug 2025, 14:19","","Leg Press Horizontal (Machine)",,"",2,"normal",105,8,,,
"pierna abdomen","31 Aug 2025, 13:31","31 Aug 2025, 14:19","","Crunch (Machine)",,"",0,"normal",46,12,,,
"pierna abdomen","31 Aug 2025, 13:31","31 Aug 2025, 14:19","","Crunch (Machine)",,"",1,"normal",53,12,,,
"pierna abdomen","31 Aug 2025, 13:31","31 Aug 2025, 14:19","","Hip Adduction (Machine)",,"",0,"normal",89,8,,,
"pierna abdomen","31 Aug 2025, 13:31","31 Aug 2025, 14:19","","Hip Adduction (Machine)",,"",1,"normal",96,8,,,
"pierna abdomen","31 Aug 2025, 13:31","31 Aug 2025, 14:19","","Hip Adduction (Machine)",,"",2,"dropset",89,8,,,
"pierna abdomen","31 Aug 2025, 13:31","31 Aug 2025, 14:19","","Hip Abduction (Machine)",,"",0,"normal",89,8,,,
"pierna abdomen","31 Aug 2025, 13:31","31 Aug 2025, 14:19","","Hip Abduction (Machine)",,"",1,"normal",89,8,,,
"pierna abdomen","31 Aug 2025, 13:31","31 Aug 2025, 14:19","","Hip Abduction (Machine)",,"",2,"failure",82,6,,,
"pierna abdomen","31 Aug 2025, 13:31","31 Aug 2025, 14:19","","Leg Extension (Machine)",,"",0,"normal",40,8,,,
"pierna abdomen","31 Aug 2025, 13:31","31 Aug 2025, 14:19","","Leg Extension (Machine)",,"",1,"normal",45,8,,,
"pierna abdomen","31 Aug 2025, 13:31","31 Aug 2025, 14:19","","Leg Extension (Machine)",,"",2,"failure",45,11,,,
"pierna abdomen","26 Aug 2025, 20:38","26 Aug 2025, 21:33","","Leg Press Horizontal (Machine)",,"",0,"normal",95,8,,,
"pierna abdomen","26 Aug 2025, 20:38","26 Aug 2025, 21:33","","Leg Press Horizontal (Machine)",,"",1,"normal",105,8,,,
"pierna abdomen","26 Aug 2025, 20:38","26 Aug 2025, 21:33","","Leg Press Horizontal (Machine)",,"",2,"normal",105,8,,,
"pierna abdomen","26 Aug 2025, 20:38","26 Aug 2025, 21:33","","Crunch (Machine)",,"",0,"normal",46,15,,,
"pierna abdomen","26 Aug 2025, 20:38","26 Aug 2025, 21:33","","Crunch (Machine)",,"",1,"normal",53,15,,,
"pierna abdomen","26 Aug 2025, 20:38","26 Aug 2025, 21:33","","Hip Adduction (Machine)",,"",0,"normal",82,8,,,
"pierna abdomen","26 Aug 2025, 20:38","26 Aug 2025, 21:33","","Hip Adduction (Machine)",,"",1,"normal",89,8,,,
"pierna abdomen","26 Aug 2025, 20:38","26 Aug 2025, 21:33","","Hip Adduction (Machine)",,"",2,"dropset",89,10,,,
"pierna abdomen","26 Aug 2025, 20:38","26 Aug 2025, 21:33","","Hip Abduction (Machine)",,"",0,"normal",89,8,,,
"pierna abdomen","26 Aug 2025, 20:38","26 Aug 2025, 21:33","","Hip Abduction (Machine)",,"",1,"normal",89,8,,,
"pierna abdomen","26 Aug 2025, 20:38","26 Aug 2025, 21:33","","Hip Abduction (Machine)",,"",2,"dropset",89,8,,,
"pierna abdomen","26 Aug 2025, 20:38","26 Aug 2025, 21:33","","Treadmill",,"",0,"normal",,,,1200,
"Pecho hombro triceps","25 Aug 2025, 17:33","25 Aug 2025, 18:51","","Bench Press (Barbell)",,"",0,"normal",20,8,,,
"Pecho hombro triceps","25 Aug 2025, 17:33","25 Aug 2025, 18:51","","Bench Press (Barbell)",,"",1,"normal",30,8,,,
"Pecho hombro triceps","25 Aug 2025, 17:33","25 Aug 2025, 18:51","","Bench Press (Barbell)",,"",2,"normal",40,8,,,
"Pecho hombro triceps","25 Aug 2025, 17:33","25 Aug 2025, 18:51","","Bench Press (Barbell)",,"",3,"normal",40,8,,,
"Pecho hombro triceps","25 Aug 2025, 17:33","25 Aug 2025, 18:51","","Incline Bench Press (Dumbbell)",,"",0,"normal",20,8,,,
"Pecho hombro triceps","25 Aug 2025, 17:33","25 Aug 2025, 18:51","","Incline Bench Press (Dumbbell)",,"",1,"normal",30,8,,,
"Pecho hombro triceps","25 Aug 2025, 17:33","25 Aug 2025, 18:51","","Incline Bench Press (Dumbbell)",,"",2,"normal",30,8,,,
"Pecho hombro triceps","25 Aug 2025, 17:33","25 Aug 2025, 18:51","","Lateral Raise (Dumbbell)",,"",0,"normal",25,8,,,
"Pecho hombro triceps","25 Aug 2025, 17:33","25 Aug 2025, 18:51","","Lateral Raise (Dumbbell)",,"",1,"normal",32,8,,,
"Pecho hombro triceps","25 Aug 2025, 17:33","25 Aug 2025, 18:51","","Lateral Raise (Dumbbell)",,"",2,"normal",32,8,,,
"Pecho hombro triceps","25 Aug 2025, 17:33","25 Aug 2025, 18:51","","Treadmill",,"",0,"normal",,,,1200,
"Pecho hombro triceps","25 Aug 2025, 17:33","25 Aug 2025, 18:51","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",10,16,,,
"Pecho hombro triceps","25 Aug 2025, 17:33","25 Aug 2025, 18:51","","Single Arm Triceps Pushdown (Cable)",,"",1,"failure",17.5,4,,,
"Pecho hombro triceps","25 Aug 2025, 17:33","25 Aug 2025, 18:51","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",10,16,,,
"Pecho hombro triceps","11 Aug 2025, 20:59","11 Aug 2025, 21:42","","Bench Press (Barbell)",,"",0,"normal",20,8,,,
"Pecho hombro triceps","11 Aug 2025, 20:59","11 Aug 2025, 21:42","","Bench Press (Barbell)",,"",1,"normal",30,8,,,
"Pecho hombro triceps","11 Aug 2025, 20:59","11 Aug 2025, 21:42","","Bench Press (Barbell)",,"",2,"normal",40,8,,,
"Pecho hombro triceps","11 Aug 2025, 20:59","11 Aug 2025, 21:42","","Bench Press (Barbell)",,"",3,"failure",40,5,,,
"Pecho hombro triceps","11 Aug 2025, 20:59","11 Aug 2025, 21:42","","Incline Bench Press (Dumbbell)",,"",0,"normal",30,8,,,
"Pecho hombro triceps","11 Aug 2025, 20:59","11 Aug 2025, 21:42","","Incline Bench Press (Dumbbell)",,"",1,"normal",30,8,,,
"Pecho hombro triceps","11 Aug 2025, 20:59","11 Aug 2025, 21:42","","Incline Bench Press (Dumbbell)",,"",2,"normal",30,8,,,
"Pecho hombro triceps","11 Aug 2025, 20:59","11 Aug 2025, 21:42","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",10,16,,,
"Pecho hombro triceps","11 Aug 2025, 20:59","11 Aug 2025, 21:42","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",15,16,,,
"Pecho hombro triceps","11 Aug 2025, 20:59","11 Aug 2025, 21:42","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",15,16,,,
"Pecho hombro triceps","11 Aug 2025, 20:59","11 Aug 2025, 21:42","","Triceps Extension (Dumbbell)",,"",0,"normal",15,8,,,
"Pecho hombro triceps","11 Aug 2025, 20:59","11 Aug 2025, 21:42","","Triceps Extension (Dumbbell)",,"",1,"normal",15,8,,,
"pierna abdomen","7 Aug 2025, 20:45","7 Aug 2025, 21:21","","Leg Press Horizontal (Machine)",,"",0,"normal",95,10,,,
